Name,User_Score,Critic_Score,Normalized_User_Score,Normalized_Critic_Score
Tiger Woods PGA Tour 2004,8.8,89.0,0.9120879120879122,0.8941176470588236
Call of Duty: Black Ops,5.2,81.0,0.5164835164835165,0.8
Ape Escape,8.8,90.0,0.9120879120879122,0.9058823529411765
NCAA Football 2005,8.8,88.0,0.9120879120879122,0.8823529411764706
Max Payne 3,7.8,86.0,0.8021978021978022,0.8588235294117647
Viva Pinata,8.0,84.0,0.8241758241758242,0.8352941176470589
Kinectimals,3.1,74.0,0.28571428571428575,0.7176470588235294
Kirby Air Ride,7.9,61.0,0.8131868131868133,0.5647058823529412
LEGO Marvel Super Heroes,7.7,83.0,0.7912087912087913,0.8235294117647058
Rock Band,8.4,92.0,0.8681318681318682,0.9294117647058824
Dragon Quest IV: Chapters of the Chosen,7.9,80.0,0.8131868131868133,0.788235294117647
NFL Street 2,8.7,77.0,0.901098901098901,0.7529411764705882
Super Mario Strikers,8.7,76.0,0.901098901098901,0.7411764705882353
Rage,6.7,81.0,0.6813186813186813,0.8
Mario Hoops 3 on 3,8.0,69.0,0.8241758241758242,0.6588235294117647
Just Cause 2,8.0,81.0,0.8241758241758242,0.8
Silent Hill,9.2,86.0,0.956043956043956,0.8588235294117647
Sonic Heroes,7.8,72.0,0.8021978021978022,0.6941176470588235
ESPN NBA 2K5,7.5,83.0,0.7692307692307693,0.8235294117647058
Diablo,8.7,94.0,0.901098901098901,0.9529411764705882
Far Cry 2,6.7,85.0,0.6813186813186813,0.8470588235294118
The Legend of Zelda: Twilight Princess,9.2,96.0,0.956043956043956,0.9764705882352941
Pro Evolution Soccer 2008,6.1,74.0,0.6153846153846154,0.7176470588235294
Pokemon Battle Revolution,6.7,53.0,0.6813186813186813,0.47058823529411764
Kingdom Hearts 3D: Dream Drop Distance,8.2,75.0,0.8461538461538461,0.7294117647058823
Dance Dance Revolution: Hottest Party 2,6.8,69.0,0.6923076923076923,0.6588235294117647
SoulCalibur IV,7.9,85.0,0.8131868131868133,0.8470588235294118
Sonic Generations,8.2,76.0,0.8461538461538461,0.7411764705882353
Spyro 2: Season of Flame,7.6,76.0,0.7802197802197802,0.7411764705882353
Mario Party 10,6.5,66.0,0.6593406593406593,0.6235294117647059
Devil May Cry 4,8.2,84.0,0.8461538461538461,0.8352941176470589
Dead Rising 3,6.8,78.0,0.6923076923076923,0.7647058823529411
NCAA Football 2002,8.7,90.0,0.901098901098901,0.9058823529411765
Gears of War: Judgment,5.4,79.0,0.5384615384615385,0.7764705882352941
Watch Dogs,5.8,78.0,0.5824175824175825,0.7647058823529411
Guitar Hero: On Tour Decades,8.0,72.0,0.8241758241758242,0.6941176470588235
Madden NFL 15,6.4,80.0,0.6483516483516484,0.788235294117647
Conflict: Desert Storm,8.6,55.0,0.8901098901098901,0.49411764705882355
Mario Party 7,7.9,64.0,0.8131868131868133,0.6
Dragon Quest V: Hand of the Heavenly Bride,8.5,84.0,0.8791208791208791,0.8352941176470589
Smuggler's Run,6.8,79.0,0.6923076923076923,0.7764705882352941
Fight Night Round 3,8.1,84.0,0.8351648351648352,0.8352941176470589
Need for Speed: Most Wanted,8.5,83.0,0.8791208791208791,0.8235294117647058
Carnival Games: Mini Golf,5.7,38.0,0.5714285714285715,0.29411764705882354
Pokemon Mystery Dungeon: Explorers of Sky,9.0,54.0,0.9340659340659341,0.4823529411764706
LEGO Pirates of the Caribbean: The Video Game,7.0,73.0,0.7142857142857143,0.7058823529411765
Stuntman,5.7,71.0,0.5714285714285715,0.6823529411764706
Tom Clancy's Rainbow Six 3,8.5,86.0,0.8791208791208791,0.8588235294117647
LEGO Harry Potter: Years 1-4,8.0,79.0,0.8241758241758242,0.7764705882352941
Spider-Man 2: Enter: Electro,8.7,74.0,0.901098901098901,0.7176470588235294
Guitar Hero 5,6.9,89.0,0.7032967032967034,0.8941176470588236
Wolfenstein: The New Order,8.1,79.0,0.8351648351648352,0.7764705882352941
Mafia II,7.8,74.0,0.8021978021978022,0.7176470588235294
BioShock 2,8.2,88.0,0.8461538461538461,0.8823529411764706
Dark Cloud,8.2,80.0,0.8461538461538461,0.788235294117647
Warcraft III: The Frozen Throne,9.0,88.0,0.9340659340659341,0.8823529411764706
Active Life: Outdoor Challenge,8.1,69.0,0.8351648351648352,0.6588235294117647
Tom Clancy's Ghost Recon Advanced Warfighter,8.0,90.0,0.8241758241758242,0.9058823529411765
MVP Baseball 2005,8.6,87.0,0.8901098901098901,0.8705882352941177
Uncharted: Golden Abyss,7.4,80.0,0.7582417582417583,0.788235294117647
Go Vacation,7.8,64.0,0.8021978021978022,0.6
Pro Evolution Soccer 2013,6.7,82.0,0.6813186813186813,0.8117647058823529
Dishonored,7.9,89.0,0.8131868131868133,0.8941176470588236
Mario Golf: Toadstool Tour,8.0,81.0,0.8241758241758242,0.8
Call of Duty: Black Ops II,4.2,74.0,0.40659340659340665,0.7176470588235294
Resident Evil: The Umbrella Chronicles,7.6,75.0,0.7802197802197802,0.7294117647058823
The Simpsons Skateboarding,5.0,38.0,0.4945054945054945,0.29411764705882354
Donkey Kong Country: Tropical Freeze,8.9,83.0,0.9230769230769231,0.8235294117647058
Fight Night Round 4,7.6,88.0,0.7802197802197802,0.8823529411764706
Super Monkey Ball 2,8.5,87.0,0.8791208791208791,0.8705882352941177
Pac-Man World 2,7.8,73.0,0.8021978021978022,0.7058823529411765
MySims Kingdom,8.1,76.0,0.8351648351648352,0.7411764705882353
Dead Space 2,8.6,90.0,0.8901098901098901,0.9058823529411765
The Simpsons Game,8.2,68.0,0.8461538461538461,0.6470588235294118
The Simpsons Game,7.3,69.0,0.7472527472527473,0.6588235294117647
Football Manager 2012,8.0,84.0,0.8241758241758242,0.8352941176470589
Ni no Kuni: Wrath of the White Witch,8.6,85.0,0.8901098901098901,0.8470588235294118
SoulCalibur II,9.1,93.0,0.945054945054945,0.9411764705882353
Call of Duty 3,6.9,80.0,0.7032967032967034,0.788235294117647
Tokyo Xtreme Racer Zero,8.9,76.0,0.9230769230769231,0.7411764705882353
Red Faction II,8.3,84.0,0.8571428571428572,0.8352941176470589
Madden NFL 2001,7.7,91.0,0.7912087912087913,0.9176470588235294
Star Wars: The Force Unleashed II,6.8,63.0,0.6923076923076923,0.5882352941176471
Rock Band 2,7.9,91.0,0.8131868131868133,0.9176470588235294
Final Fantasy: Crystal Chronicles,8.1,80.0,0.8351648351648352,0.788235294117647
Medal of Honor: Frontline,6.9,81.0,0.7032967032967034,0.8
Madden NFL 09,7.0,67.0,0.7142857142857143,0.6352941176470588
Dead Rising 2,6.9,79.0,0.7032967032967034,0.7764705882352941
Mafia II,7.7,75.0,0.7912087912087913,0.7294117647058823
Batman: Arkham Knight,6.6,85.0,0.6703296703296703,0.8470588235294118
Dirge of Cerberus: Final Fantasy VII,6.9,57.0,0.7032967032967034,0.5176470588235295
Sonic Rivals 2,7.8,60.0,0.8021978021978022,0.5529411764705883
Resistance 3,7.8,83.0,0.8021978021978022,0.8235294117647058
Drawn To Life: SpongeBob SquarePants Edition,5.5,68.0,0.5494505494505495,0.6470588235294118
007: Quantum of Solace,7.1,65.0,0.7252747252747253,0.611764705882353
Major League Baseball 2K5,7.4,82.0,0.7582417582417583,0.8117647058823529
Fight Night 2004,9.0,85.0,0.9340659340659341,0.8470588235294118
LEGO Star Wars III: The Clone Wars,7.8,75.0,0.8021978021978022,0.7294117647058823
Tom Clancy's Splinter Cell: Pandora Tomorrow,8.6,93.0,0.8901098901098901,0.9411764705882353
Call of Duty Black Ops: Declassified,4.8,33.0,0.4725274725274725,0.23529411764705882
Tom Clancy's Ghost Recon: Future Soldier,7.2,79.0,0.7362637362637363,0.7764705882352941
Fight Night Round 3,8.8,86.0,0.9120879120879122,0.8588235294117647
Xenogears,8.4,84.0,0.8681318681318682,0.8352941176470589
Super Scribblenauts,8.2,81.0,0.8461538461538461,0.8
Super Monkey Ball,7.9,87.0,0.8131868131868133,0.8705882352941177
SoulCalibur IV,7.9,85.0,0.8131868131868133,0.8470588235294118
Mario Superstar Baseball,8.6,76.0,0.8901098901098901,0.7411764705882353
Battlefield: Bad Company,7.7,83.0,0.7912087912087913,0.8235294117647058
Homefront,6.0,70.0,0.6043956043956045,0.6705882352941176
Onimusha 3: Demon Siege,8.6,85.0,0.8901098901098901,0.8470588235294118
Red Dead Revolver,7.8,73.0,0.8021978021978022,0.7058823529411765
Resident Evil: Outbreak,8.3,71.0,0.8571428571428572,0.6823529411764706
Mass Effect 2,8.5,94.0,0.8791208791208791,0.9529411764705882
LEGO Battles: Ninjago,6.9,59.0,0.7032967032967034,0.5411764705882353
NBA 2K14,6.5,85.0,0.6593406593406593,0.8470588235294118
SingStar Pop,7.5,73.0,0.7692307692307693,0.7058823529411765
Disney Infinity,6.5,74.0,0.6593406593406593,0.7176470588235294
My Word Coach,6.8,71.0,0.6923076923076923,0.6823529411764706
Tiger Woods PGA Tour 2005,8.2,88.0,0.8461538461538461,0.8823529411764706
NCAA Football 2003,8.6,91.0,0.8901098901098901,0.9176470588235294
Star Wars: The Force Unleashed II,5.7,61.0,0.5714285714285715,0.5647058823529412
Frogger 2: Swampy's Revenge,7.9,77.0,0.8131868131868133,0.7529411764705882
WWE SmackDown vs Raw 2008,6.8,71.0,0.6923076923076923,0.6823529411764706
Kinect Joy Ride,5.0,52.0,0.4945054945054945,0.4588235294117647
Smarty Pants,7.6,65.0,0.7802197802197802,0.611764705882353
Classic NES Series: Super Mario Bros.,8.6,84.0,0.8901098901098901,0.8352941176470589
Anno 2070,7.0,83.0,0.7142857142857143,0.8235294117647058
Hasbro Family Game Night,7.5,63.0,0.7692307692307693,0.5882352941176471
Sonic Rivals,7.8,64.0,0.8021978021978022,0.6
BioShock,8.7,94.0,0.901098901098901,0.9529411764705882
Mass Effect 3,5.5,93.0,0.5494505494505495,0.9411764705882353
Cabela's Big Game Hunter,7.8,59.0,0.8021978021978022,0.5411764705882353
SimCity (2013),2.2,64.0,0.18681318681318684,0.6
The Legend of Zelda: The Minish Cap,9.0,89.0,0.9340659340659341,0.8941176470588236
NFL Street,8.9,80.0,0.9230769230769231,0.788235294117647
Dead Space 2,8.4,89.0,0.8681318681318682,0.8941176470588236
Tiger Woods PGA Tour 09 All-Play,8.7,81.0,0.901098901098901,0.8
Metal Gear Rising: Revengeance,7.9,80.0,0.8131868131868133,0.788235294117647
Rayman Raving Rabbids,7.9,76.0,0.8131868131868133,0.7411764705882353
Dragon Quest Monsters: Joker 2,7.3,77.0,0.7472527472527473,0.7529411764705882
UFC Undisputed 2010,7.2,85.0,0.7362637362637363,0.8470588235294118
Medal of Honor: Warfighter,6.0,55.0,0.6043956043956045,0.49411764705882355
Sonic's Ultimate Genesis Collection,8.5,79.0,0.8791208791208791,0.7764705882352941
Diablo III,6.6,87.0,0.6703296703296703,0.8705882352941177
Twisted Metal: Black,8.4,91.0,0.8681318681318682,0.9176470588235294
NASCAR 2005: Chase for the Cup,8.4,87.0,0.8681318681318682,0.8705882352941177
Fight Night Round 4,8.1,87.0,0.8351648351648352,0.8705882352941177
Spider-Man: The Movie,7.5,79.0,0.7692307692307693,0.7764705882352941
LEGO Star Wars II: The Original Trilogy,8.6,83.0,0.8901098901098901,0.8235294117647058
Dead Space,8.7,89.0,0.901098901098901,0.8941176470588236
LEGO Indiana Jones 2: The Adventure Continues,6.1,72.0,0.6153846153846154,0.6941176470588235
Ridge Racer,8.2,88.0,0.8461538461538461,0.8823529411764706
Sonic Advance 3,8.4,79.0,0.8681318681318682,0.7764705882352941
Colin McRae Rally 3,7.7,86.0,0.7912087912087913,0.8588235294117647
Forza Horizon 2,8.2,86.0,0.8461538461538461,0.8588235294117647
Madden NFL 2002,8.0,88.0,0.8241758241758242,0.8823529411764706
Dynasty Warriors 5,8.8,69.0,0.9120879120879122,0.6588235294117647
Injustice: Gods Among Us,7.9,81.0,0.8131868131868133,0.8
Far Cry 2,6.4,85.0,0.6483516483516484,0.8470588235294118
Yoshi's New Island,6.1,64.0,0.6153846153846154,0.6
True Crime: Streets of LA,7.8,77.0,0.8021978021978022,0.7529411764705882
Ryse: Son of Rome,6.1,60.0,0.6153846153846154,0.5529411764705883
Mortal Kombat X,7.3,86.0,0.7472527472527473,0.8588235294117647
Rise of the Tomb Raider,8.0,86.0,0.8241758241758242,0.8588235294117647
Sonic Generations,8.3,77.0,0.8571428571428572,0.7529411764705882
Dave Mirra Freestyle BMX 2,8.1,81.0,0.8351648351648352,0.8
Bakugan: Battle Brawlers,6.7,60.0,0.6813186813186813,0.5529411764705883
LEGO Indiana Jones: The Original Adventures,8.4,77.0,0.8681318681318682,0.7529411764705882
Deus Ex: Human Revolution,8.3,89.0,0.8571428571428572,0.8941176470588236
Final Fantasy XII: Revenant Wings,6.1,81.0,0.6153846153846154,0.8
Call of Duty: Black Ops,5.8,80.0,0.5824175824175825,0.788235294117647
Deus Ex: Human Revolution,8.2,89.0,0.8461538461538461,0.8941176470588236
Star Wars Knights of the Old Republic II: The Sith Lords,8.6,86.0,0.8901098901098901,0.8588235294117647
The Sims 2,6.9,65.0,0.7032967032967034,0.611764705882353
Dead Rising 2,6.7,80.0,0.6813186813186813,0.788235294117647
Ridge Racer 7,7.1,78.0,0.7252747252747253,0.7647058823529411
Tom Clancy's Ghost Recon 2,8.9,80.0,0.9230769230769231,0.788235294117647
Need for Speed: The Run,6.0,68.0,0.6043956043956045,0.6470588235294118
Crash Bandicoot 2: N-Tranced,7.8,75.0,0.8021978021978022,0.7294117647058823
Titanfall,5.9,83.0,0.5934065934065935,0.8235294117647058
Dead to Rights,8.9,73.0,0.9230769230769231,0.7058823529411765
WWE '13,8.1,76.0,0.8351648351648352,0.7411764705882353
Hasbro Family Game Night 2,6.3,63.0,0.6373626373626373,0.5882352941176471
Gardening Mama,9.3,60.0,0.9670329670329672,0.5529411764705883
Burnout Paradise,6.9,88.0,0.7032967032967034,0.8823529411764706
Middle-Earth: Shadow of Mordor,8.0,87.0,0.8241758241758242,0.8705882352941177
MotorStorm: Pacific Rift,8.0,82.0,0.8241758241758242,0.8117647058823529
Samurai Warriors,8.7,73.0,0.901098901098901,0.7058823529411765
Battlefield 4,6.0,81.0,0.6043956043956045,0.8
Gears of War 4,6.2,84.0,0.6263736263736264,0.8352941176470589
FIFA Soccer 08,7.4,79.0,0.7582417582417583,0.7764705882352941
FIFA Soccer 09,8.9,84.0,0.9230769230769231,0.8352941176470589
FIFA Soccer 08,7.9,82.0,0.8131868131868133,0.8117647058823529
Test Drive,7.4,73.0,0.7582417582417583,0.7058823529411765
Devil May Cry 4,8.0,84.0,0.8241758241758242,0.8352941176470589
Tom Clancy's Rainbow Six: Vegas 2,7.9,81.0,0.8131868131868133,0.8
Metroid: Other M,6.5,79.0,0.6593406593406593,0.7764705882352941
Crysis 2,7.5,84.0,0.7692307692307693,0.8352941176470589
Chrono Trigger,8.9,92.0,0.9230769230769231,0.9294117647058824
Marvel vs. Capcom 3: Fate of Two Worlds,7.3,84.0,0.7472527472527473,0.8352941176470589
Doom 3,7.4,88.0,0.7582417582417583,0.8823529411764706
Tom Clancy's Rainbow Six: Siege,6.9,74.0,0.7032967032967034,0.7176470588235294
F1 2010,7.8,84.0,0.8021978021978022,0.8352941176470589
Monster Hunter Freedom,8.6,71.0,0.8901098901098901,0.6823529411764706
Donkey Kong Jungle Beat,8.3,80.0,0.8571428571428572,0.788235294117647
Need for Speed Carbon,8.4,74.0,0.8681318681318682,0.7176470588235294
Lost Planet: Extreme Condition,7.1,79.0,0.7252747252747253,0.7764705882352941
Max Payne 2: The Fall of Max Payne,8.2,73.0,0.8461538461538461,0.7058823529411765
Battlefield: Bad Company,8.1,84.0,0.8351648351648352,0.8352941176470589
MVP Baseball 2004,8.6,90.0,0.8901098901098901,0.9058823529411765
Alan Wake,8.1,83.0,0.8351648351648352,0.8235294117647058
Metroid Prime 2: Echoes,8.8,92.0,0.9120879120879122,0.9294117647058824
Corvette,6.5,57.0,0.6593406593406593,0.5176470588235295
WWE SmackDown vs Raw 2008,7.3,74.0,0.7472527472527473,0.7176470588235294
Skylanders SWAP Force,5.7,83.0,0.5714285714285715,0.8235294117647058
Grand Theft Auto: Chinatown Wars,8.3,93.0,0.8571428571428572,0.9411764705882353
UFC Undisputed 2010,6.7,84.0,0.6813186813186813,0.8352941176470589
World of Warcraft: Wrath of the Lich King,7.5,91.0,0.7692307692307693,0.9176470588235294
NFL 2K3,7.4,93.0,0.7582417582417583,0.9411764705882353
Assassin's Creed III: Liberation,7.2,70.0,0.7362637362637363,0.6705882352941176
Your Shape: Fitness Evolved,7.5,73.0,0.7692307692307693,0.7058823529411765
Need for Speed Underground Rivals,8.5,74.0,0.8791208791208791,0.7176470588235294
Rage,6.2,81.0,0.6263736263736264,0.8
LEGO Harry Potter: Years 1-4,8.0,79.0,0.8241758241758242,0.7764705882352941
Madagascar,7.4,69.0,0.7582417582417583,0.6588235294117647
The Witcher 3: Wild Hunt,9.2,91.0,0.956043956043956,0.9176470588235294
Turok: Evolution,7.3,61.0,0.7472527472527473,0.5647058823529412
[Prototype],7.8,78.0,0.8021978021978022,0.7647058823529411
Burnout 3: Takedown,7.2,94.0,0.7362637362637363,0.9529411764705882
The Beatles: Rock Band,8.6,89.0,0.8901098901098901,0.8941176470588236
NBA Live 07,6.0,63.0,0.6043956043956045,0.5882352941176471
Yoshi's Woolly World,8.5,78.0,0.8791208791208791,0.7647058823529411
Skylanders Giants,6.6,80.0,0.6703296703296703,0.788235294117647
SingStar '80s,8.3,78.0,0.8571428571428572,0.7647058823529411
Tekken 6,7.0,80.0,0.7142857142857143,0.788235294117647
Assassin's Creed Syndicate,6.1,78.0,0.6153846153846154,0.7647058823529411
Pokemon Ranger: Guardian Signs,8.2,68.0,0.8461538461538461,0.6470588235294118
LEGO Batman: The Videogame,7.7,75.0,0.7912087912087913,0.7294117647058823
Crysis 2,7.2,85.0,0.7362637362637363,0.8470588235294118
Pirates of the Caribbean: The Curse of the Black Pearl,6.2,49.0,0.6263736263736264,0.4235294117647059
Namco Museum DS,5.9,67.0,0.5934065934065935,0.6352941176470588
Deal or No Deal,5.0,56.0,0.4945054945054945,0.5058823529411764
Transformers,8.6,75.0,0.8901098901098901,0.7294117647058823
Dying Light,7.8,74.0,0.8021978021978022,0.7176470588235294
Fallout 4,5.4,84.0,0.5384615384615385,0.8352941176470589
Sonic Colors,7.9,79.0,0.8131868131868133,0.7764705882352941
Assassin's Creed: Rogue,7.5,72.0,0.7692307692307693,0.6941176470588235
EA Playground,7.6,66.0,0.7802197802197802,0.6235294117647059
The Elder Scrolls Online,8.4,77.0,0.8681318681318682,0.7529411764705882
Champions of Norrath,8.4,85.0,0.8681318681318682,0.8470588235294118
LEGO Batman: The Videogame,7.4,73.0,0.7582417582417583,0.7058823529411765
Manhunt,8.3,76.0,0.8571428571428572,0.7411764705882353
Need for Speed Carbon,7.3,67.0,0.7472527472527473,0.6352941176470588
Silent Hill 2,8.9,89.0,0.9230769230769231,0.8941176470588236
Castlevania: Symphony of the Night,9.4,93.0,0.9780219780219781,0.9411764705882353
Guitar Hero: Aerosmith,7.2,73.0,0.7362637362637363,0.7058823529411765
The LEGO Movie Videogame,7.2,69.0,0.7362637362637363,0.6588235294117647
The Sims 2: Nightlife,6.6,76.0,0.6703296703296703,0.7411764705882353
Dark Souls II,8.1,91.0,0.8351648351648352,0.9176470588235294
Kid Icarus: Uprising,8.7,83.0,0.901098901098901,0.8235294117647058
Pokemon Mystery Dungeon: Gates to Infinity,6.3,59.0,0.6373626373626373,0.5411764705882353
LEGO Batman: The Videogame,8.9,77.0,0.9230769230769231,0.7529411764705882
NBA 2K9,7.2,84.0,0.7362637362637363,0.8352941176470589
Tony Hawk's Underground,9.1,85.0,0.945054945054945,0.8470588235294118
Metal Gear Solid V: Ground Zeroes,6.2,75.0,0.6263736263736264,0.7294117647058823
.hack//Infection Part 1,8.5,75.0,0.8791208791208791,0.7294117647058823
Jillian Michaels' Fitness Ultimatum 2009,2.0,30.0,0.16483516483516483,0.2
Valkyria Chronicles,8.6,86.0,0.8901098901098901,0.8588235294117647
WWE '12,6.3,71.0,0.6373626373626373,0.6823529411764706
Sonic Adventure DX: Director's Cut,7.9,57.0,0.8131868131868133,0.5176470588235295
Battle Arena Toshinden,6.3,69.0,0.6373626373626373,0.6588235294117647
WWE '13,8.0,78.0,0.8241758241758242,0.7647058823529411
Final Fantasy X / X-2 HD Remaster,8.5,85.0,0.8791208791208791,0.8470588235294118
Need for Speed Rivals,4.9,80.0,0.4835164835164836,0.788235294117647
EA Sports Active 2,8.1,79.0,0.8351648351648352,0.7764705882352941
Rockstar Games presents Table Tennis,5.8,68.0,0.5824175824175825,0.6470588235294118
Football Manager 2011,8.4,85.0,0.8681318681318682,0.8470588235294118
Tamagotchi Connection: Corner Shop,7.7,59.0,0.7912087912087913,0.5411764705882353
Tomb Raider: Underworld,7.2,75.0,0.7362637362637363,0.7294117647058823
LEGO Battles,8.9,65.0,0.9230769230769231,0.611764705882353
NBA Live 2001,8.0,86.0,0.8241758241758242,0.8588235294117647
Saints Row IV,6.3,76.0,0.6373626373626373,0.7411764705882353
Star Wars: The Force Unleashed,7.4,68.0,0.7582417582417583,0.6470588235294118
SOCOM: U.S. Navy SEALs Confrontation,6.9,63.0,0.7032967032967034,0.5882352941176471
Need for Speed: Most Wanted,8.5,83.0,0.8791208791208791,0.8235294117647058
Pokemon XD: Gale of Darkness,8.3,64.0,0.8571428571428572,0.6
Black,8.4,79.0,0.8681318681318682,0.7764705882352941
Tom Clancy's Rainbow Six: Vegas,7.6,86.0,0.7802197802197802,0.8588235294117647
LittleBigPlanet PS Vita,8.6,88.0,0.8901098901098901,0.8823529411764706
Pokemon Super Mystery Dungeon,8.8,69.0,0.9120879120879122,0.6588235294117647
RollerCoaster Tycoon 2,8.5,74.0,0.8791208791208791,0.7176470588235294
Lara Croft Tomb Raider: The Angel of Darkness,6.2,52.0,0.6263736263736264,0.4588235294117647
Tom Clancy's Splinter Cell: Pandora Tomorrow,8.6,87.0,0.8901098901098901,0.8705882352941177
Ratchet: Deadlocked,8.9,81.0,0.9230769230769231,0.8
Winter Sports: The Ultimate Challenge,6.8,52.0,0.6923076923076923,0.4588235294117647
Baldur's Gate: Dark Alliance,8.3,87.0,0.8571428571428572,0.8705882352941177
Oddworld: Abe's Oddysee,9.0,85.0,0.9340659340659341,0.8470588235294118
Ridge Racer V,7.7,78.0,0.7912087912087913,0.7647058823529411
WWE SmackDown vs. Raw 2009,6.9,78.0,0.7032967032967034,0.7647058823529411
LEGO Harry Potter: Years 5-7,7.8,76.0,0.8021978021978022,0.7411764705882353
Star Wars Episode III: Revenge of the Sith,8.1,61.0,0.8351648351648352,0.5647058823529412
[Prototype],7.7,79.0,0.7912087912087913,0.7764705882352941
FIFA Street,6.4,76.0,0.6483516483516484,0.7411764705882353
Frogger: The Great Quest,4.6,32.0,0.4505494505494505,0.2235294117647059
Madden NFL 17,5.9,83.0,0.5934065934065935,0.8235294117647058
Ninja Gaiden,8.8,91.0,0.9120879120879122,0.9176470588235294
Crash Bandicoot: The Wrath of Cortex,8.1,70.0,0.8351648351648352,0.6705882352941176
Driv3r,5.5,57.0,0.5494505494505495,0.5176470588235295
Assassin's Creed: Bloodlines,7.2,63.0,0.7362637362637363,0.5882352941176471
LEGO The Lord of the Rings,8.5,80.0,0.8791208791208791,0.788235294117647
Hyrule Warriors,8.3,76.0,0.8571428571428572,0.7411764705882353
Donkey Kong Country 2,9.1,80.0,0.945054945054945,0.788235294117647
Guitar Hero: Aerosmith,6.7,70.0,0.6813186813186813,0.6705882352941176
Need for Speed Carbon,7.3,75.0,0.7472527472527473,0.7294117647058823
Ben 10: Protector of Earth,7.7,63.0,0.7912087912087913,0.5882352941176471
2010 FIFA World Cup South Africa,7.8,82.0,0.8021978021978022,0.8117647058823529
Tales of Xillia,8.2,78.0,0.8461538461538461,0.7647058823529411
Diddy Kong Racing DS,7.5,63.0,0.7692307692307693,0.5882352941176471
Mario Power Tennis,8.5,80.0,0.8791208791208791,0.788235294117647
Golden Sun: The Lost Age,9.5,86.0,0.989010989010989,0.8588235294117647
Max Payne,8.3,89.0,0.8571428571428572,0.8941176470588236
NBA 2K2,7.8,89.0,0.8021978021978022,0.8941176470588236
NASCAR Thunder 2003,8.7,84.0,0.901098901098901,0.8352941176470589
Cars,8.4,71.0,0.8681318681318682,0.6823529411764706
Fuzion Frenzy,6.9,70.0,0.7032967032967034,0.6705882352941176
Call of Duty: Finest Hour,7.8,73.0,0.8021978021978022,0.7058823529411765
Final Fantasy IV,7.7,85.0,0.7912087912087913,0.8470588235294118
Star Wars: Battlefront II,8.5,69.0,0.8791208791208791,0.6588235294117647
Super Street Fighter IV: 3D Edition,8.1,85.0,0.8351648351648352,0.8470588235294118
Sly Cooper and the Thievius Raccoonus,8.6,86.0,0.8901098901098901,0.8588235294117647
WWE 2K16,7.4,73.0,0.7582417582417583,0.7058823529411765
Dino Crisis 2,9.0,86.0,0.9340659340659341,0.8588235294117647
Need for Speed Underground,9.0,83.0,0.9340659340659341,0.8235294117647058
Naruto Shippuden: Ultimate Ninja Storm 2,8.3,76.0,0.8571428571428572,0.7411764705882353
Medal of Honor: Airborne,7.6,75.0,0.7802197802197802,0.7294117647058823
Battlefield: Hardline,5.1,71.0,0.5054945054945055,0.6823529411764706
Bayonetta,7.7,87.0,0.7912087912087913,0.8705882352941177
Boom Blox,8.6,85.0,0.8901098901098901,0.8470588235294118
The Lord of the Rings: The Fellowship of the Ring,5.1,59.0,0.5054945054945055,0.5411764705882353
The Sims 2: Castaway,8.2,73.0,0.8461538461538461,0.7058823529411765
ATV Offroad Fury 3,8.4,78.0,0.8681318681318682,0.7647058823529411
F1 2011,7.1,82.0,0.7252747252747253,0.8117647058823529
Pikmin 2,9.1,90.0,0.945054945054945,0.9058823529411765
Enter the Matrix,7.1,65.0,0.7252747252747253,0.611764705882353
Cars,7.0,70.0,0.7142857142857143,0.6705882352941176
NHL 2002,8.5,92.0,0.8791208791208791,0.9294117647058824
FIFA Soccer 11,5.4,68.0,0.5384615384615385,0.6470588235294118
The Simpsons: Road Rage,6.8,55.0,0.6923076923076923,0.49411764705882355
LEGO Batman 2: DC Super Heroes,7.5,81.0,0.7692307692307693,0.8
Captain Toad: Treasure Tracker,8.6,81.0,0.8901098901098901,0.8
SpongeBob SquarePants: Revenge of the Flying Dutchman,7.7,71.0,0.7912087912087913,0.6823529411764706
Pro Evolution Soccer 2008,8.4,83.0,0.8681318681318682,0.8235294117647058
Destiny: The Taken King,5.2,89.0,0.5164835164835165,0.8941176470588236
Scarface: The World is Yours,8.6,75.0,0.8901098901098901,0.7294117647058823
Hitman 2: Silent Assassin,8.0,84.0,0.8241758241758242,0.8352941176470589
WWE SmackDown vs Raw 2008,7.8,68.0,0.8021978021978022,0.6470588235294118
Spider-Man: The Movie,7.3,76.0,0.7472527472527473,0.7411764705882353
Mario vs. Donkey Kong 2: March of the Minis,7.9,76.0,0.8131868131868133,0.7411764705882353
Metal Gear Solid: Portable Ops,8.2,87.0,0.8461538461538461,0.8705882352941177
Injustice: Gods Among Us,7.9,78.0,0.8131868131868133,0.7647058823529411
Shenmue,9.4,88.0,0.9780219780219781,0.8823529411764706
Just Dance 4,7.7,77.0,0.7912087912087913,0.7529411764705882
Tony Hawk's Pro Skater 2,7.5,95.0,0.7692307692307693,0.9647058823529412
One Piece: Pirate Warriors,6.5,64.0,0.6593406593406593,0.6
Gun,8.7,77.0,0.901098901098901,0.7529411764705882
Ty the Tasmanian Tiger,8.8,70.0,0.9120879120879122,0.6705882352941176
Resident Evil: Operation Raccoon City,4.9,52.0,0.4835164835164836,0.4588235294117647
