,release_year,genre
18408,2017,Simulation
18409,2017,Strategy
18410,2018,"Adventure,Casual,Indie,RPG"
18411,2018,"Casual,Indie,Simulation"
18412,2017,"Action,Indie"
18413,2017,"Simulation,Strategy"
18414,2018,"Action,Casual,Indie"
18415,2017,"Action,Indie"
18416,2017,"Indie,Simulation,Strategy"
18417,2017,"Action,Adventure,Indie"
18418,2017,"Action,Casual,Indie"
18419,2017,"Action,Indie"
18420,2019,"Action,Adventure,Indie"
18421,2013,"Casual,Indie,Strategy"
18422,2016,"Action,Strategy"
18423,2017,"Adventure,Casual,Indie,Simulation,Sports,Strategy"
18424,2018,Video Production
18425,2018,Action
18426,2017,"Action,Adventure,Free to Play,Indie,Massively Multiplayer"
18427,2017,"Casual,Indie"
18428,2017,"Action,Adventure,Indie,RPG"
18429,2017,"Indie,Strategy"
18430,2017,"Indie,RPG,Simulation,Strategy"
18431,2017,"Action,Indie,Strategy"
18432,2017,"Action,Adventure,Casual,Indie,RPG"
18433,2017,"Design & Illustration,Web Publishing"
18434,2017,Adventure
18435,2017,"Action,Adventure,RPG"
18436,2018,Action
18437,2018,Action
18438,2016,"Adventure,Indie"
18439,2017,"Action,Free to Play,Massively Multiplayer,RPG"
18440,2017,"Action,Indie,Massively Multiplayer"
18441,2018,"Action,Indie,Early Access"
18442,2017,"Adventure,Casual"
18443,2017,"Action,Adventure,Casual,Indie,RPG"
18444,2017,"Action,Adventure,Indie"
18445,2017,"Adventure,Indie"
18446,2017,"Action,Casual,Indie"
18447,2014,"Action,Indie,Early Access"
18448,2014,"Action,Indie,RPG"
18449,2019,"Action,Indie,Racing"
18450,2018,"Indie,Simulation"
18451,2019,"Action,Adventure,Indie,Strategy"
18452,2019,Adventure
18453,2018,"Indie,Simulation"
18454,2018,"Indie,Simulation"
18455,2019,"Action,Adventure,Casual,Indie,Early Access"
18456,2019,"Adventure,Casual,Indie"
18457,2018,Indie
18458,2017,Simulation
18459,2017,"Indie,Simulation"
18460,2018,Indie
18461,2017,"Adventure,Free to Play"
18462,2017,"Casual,Indie,Strategy"
18463,2017,"Adventure,Indie"
18464,2018,"Adventure,Casual,Indie,RPG"
18465,2017,"Action,Indie"
18466,2017,Casual
18467,2017,"Adventure,Casual,Indie"
18468,2017,"Adventure,Indie"
18469,2017,Free to Play
18470,2017,Casual
18471,2017,"Design & Illustration,Education"
18472,2018,"Action,Indie,Racing,Early Access"
18473,2017,"Casual,Indie"
18474,2017,"Action,Casual,Indie,Racing"
18475,2017,"Simulation,Strategy"
18476,2019,"Action,Adventure,Indie"
18477,2016,Action
18478,2017,"Casual,Simulation"
18479,2017,"Indie,Early Access"
18480,nan,"Action,Indie,Strategy"
18481,2017,"Racing,Simulation,Sports"
18482,2018,"Casual,Indie,Strategy"
18483,2017,"Adventure,Indie,RPG,Strategy"
18484,2018,"Action,Early Access"
18485,2018,"Racing,Simulation,Sports"
18486,2018,Utilities
18487,2017,"Animation & Modeling,Design & Illustration,Education,Software Training,Utilities,Video Production,Web Publishing,Game Development"
18488,2017,"Adventure,Indie,Simulation,Strategy"
18489,2017,"Indie,RPG,Strategy"
18490,2017,"Action,Adventure,Indie"
18491,2018,"Casual,Indie,Simulation,Sports,Strategy"
18492,2017,"Action,Casual,Indie"
18493,2016,"Action,Indie,RPG,Strategy"
18494,2017,"Action,Indie"
18495,2017,"Action,Adventure,Indie"
18496,2017,"Action,Adventure,Free to Play,RPG"
18497,2018,"Indie,Simulation"
18498,2017,"Action,Adventure,Indie"
18499,2017,"Action,Adventure,Indie"
18500,2017,"Action,Adventure,Indie"
18501,2017,"Action,Adventure,Indie"
18502,2017,"Action,Adventure,Indie"
18503,2017,"Action,Adventure,Indie"
18504,2018,"Action,Casual,Indie,Early Access"
18505,2018,"Adventure,Indie,RPG"
18506,2018,"Adventure,Casual,Indie,RPG,Simulation"
18507,2018,
18508,2019,
18509,2018,Action
18510,2018,Action
18511,2018,Action
18512,2018,Action
18513,2018,Action
18514,2018,Action
18515,2018,"Action,Indie,Simulation"
18516,2018,"Action,Indie"
18517,2019,"Action,Adventure,Casual,Indie,Strategy"
18518,2019,"Indie,RPG,Strategy"
18519,2018,"Casual,Indie,Sports,Early Access"
18520,2018,"Action,Strategy"
18521,2019,"Action,Indie,Sports"
18522,2019,"Action,Indie,Early Access"
18523,2019,"Animation & Modeling,Design & Illustration,Photo Editing"
18524,2018,Casual
18525,2019,Simulation
18526,2015,Simulation
18527,2015,Simulation
18528,2015,Simulation
18529,2013,"Indie,Strategy"
18530,2014,"Casual,Simulation"
18531,2014,Simulation
18532,2013,Simulation
18533,2013,"Action,Adventure"
18534,2012,Simulation
18535,2012,Strategy
18536,2014,Simulation
18537,2013,"Racing,Sports"
18538,2013,"Racing,Sports"
18539,2012,Action
18540,2012,Action
18541,2012,Action
18542,2012,Action
18543,2012,Strategy
18544,2012,Strategy
18545,2011,"Action,Indie"
18546,2011,Strategy
18547,2012,"Action,RPG"
18548,2012,"Action,RPG"
18549,2011,Action
18550,2017,"Action,Adventure,Indie,RPG"
18551,2017,"Action,Casual,Indie,Racing"
18552,2018,Indie
18553,2018,Action
18554,2018,Action
18555,2017,"Action,Casual,Indie"
18556,2017,"Casual,Indie,Simulation,Strategy"
18557,2016,"Action,Casual,Indie"
18558,2019,"Action,Adventure,Indie"
18559,2017,Indie
18560,2017,
18561,2019,"Action,Indie,Early Access"
18562,2017,"Adventure,Indie"
18563,2018,"Indie,Early Access"
18564,2017,"Action,Casual,Indie,RPG,Simulation"
18565,2018,"Indie,Simulation"
18566,2017,"Action,Casual,Indie"
18567,2017,"Casual,Indie,Simulation"
18568,2017,"Action,Adventure,Free to Play,Indie,Massively Multiplayer"
18569,2017,"Action,Adventure,Free to Play,Indie,Massively Multiplayer"
18570,2017,"Action,Adventure,Free to Play,Indie,Massively Multiplayer"
18571,nan,"Casual,Indie,Simulation,Strategy"
18572,nan,Simulation
18573,2018,"Casual,Indie"
18574,nan,"Action,Indie,RPG,Strategy,Adventure"
18575,nan,"Action,Adventure,Indie,Early Access"
18576,nan,"Action,Casual,Indie,Adventure"
18577,nan,"Action,Casual,Indie,RPG,Early Access,Strategy,Adventure"
18578,nan,"Action,Adventure,Casual,Indie,Strategy,Early Access"
18579,2017,"Casual,Indie"
18580,2017,
18581,2017,"Casual,Indie,Strategy"
18582,2017,"Action,Indie,Massively Multiplayer"
18583,2017,"Action,Indie,Massively Multiplayer"
18584,2017,"Action,Casual,Indie"
18585,2017,"Action,Casual,Indie"
18586,2008,"Casual,Indie"
18587,2008,"Adventure,Casual,Indie"
18588,2018,"Action,Free to Play,Simulation,Sports"
18589,2017,"Indie,Strategy"
18590,2018,"Action,Indie"
18591,2017,"Action,Adventure,Casual,Indie"
18592,2018,Action
18593,2017,"Adventure,Indie"
18594,2017,"Adventure,Casual,Indie,RPG"
18595,2017,"Action,Indie"
18596,2017,"Casual,Indie,Simulation"
18597,2018,"Casual,Indie,Strategy"
18598,2018,"Casual,Indie,Strategy"
18599,2017,"Adventure,RPG"
18600,2017,"Indie,Simulation,Strategy"
18601,2017,"Action,Indie,Early Access"
18602,2017,"RPG,Strategy"
18603,2017,"Action,Adventure,RPG"
18604,2018,"Action,Adventure,Indie,RPG"
18605,2017,"Adventure,Indie,RPG,Strategy"
18606,2017,Indie
18607,2018,"Action,Indie,Simulation,Strategy,Early Access"
18608,2017,"Adventure,Indie"
18609,2018,"Adventure,Indie"
18610,2017,"Action,Casual,Indie"
18611,2017,"Action,Adventure,Indie,RPG"
18612,2019,Adventure
18613,2017,"RPG,Strategy"
18614,2016,"Simulation,Sports,Early Access"
18615,2017,"Adventure,Indie,RPG"
18616,2017,Indie
18617,2017,"Casual,Indie"
18618,2017,"Action,Adventure,Indie,RPG"
18619,2017,"Action,Indie,Racing"
18620,2017,Indie
18621,2017,"Adventure,Casual,Indie,Strategy"
18622,2017,"Indie,Simulation,Strategy"
18623,2017,Action
18624,2018,"Adventure,Indie,Strategy"
18625,2018,"Adventure,Indie"
18626,nan,"Casual,Free to Play,Indie,Simulation,Sports,Strategy"
18627,2018,"Action,Adventure,Casual,Indie"
18628,2017,"Action,Adventure,Casual,Indie,Simulation,Sports,Strategy"
18629,2017,"Action,Adventure,Indie,Racing,Simulation"
18630,2017,"Indie,Simulation"
18631,2017,"Action,Adventure,Casual,Indie,Simulation"
18632,2017,"Adventure,Indie"
18633,2017,Indie
18634,2017,"Action,Adventure,Indie"
18635,2014,"Casual,Indie"
18636,2017,"Indie,Strategy"
18637,2018,"Action,Sports,Strategy"
18638,2019,Indie
18639,2017,"Action,Adventure,Indie"
18640,2017,"Casual,Indie"
18641,2017,Simulation
18642,2017,Simulation
18643,2017,Action
18644,2017,Action
18645,2017,
18646,2017,"Casual,Indie"
18647,2018,"Adventure,Indie"
18648,2017,"Adventure,Casual"
18649,2017,"Animation & Modeling,Design & Illustration,Education,Utilities"
18650,2019,Simulation
18651,2017,"Casual,Indie"
18652,1993,"Simulation,Strategy"
18653,1993,"Action,Adventure,RPG"
18654,2018,"Action,Indie"
18655,2017,"Casual,Indie,Early Access"
18656,2017,"Action,Casual,Indie"
18657,2017,"Casual,Free to Play,Indie"
18658,2018,"Adventure,Indie,RPG"
18659,2018,"Casual,Indie,Simulation"
18660,2018,"Action,Adventure,Indie,RPG,Simulation"
18661,2018,"Action,Casual,Indie"
18662,2018,"Action,Casual,Indie"
18663,2018,"Casual,Indie,Strategy"
18664,2018,"Action,Free to Play"
18665,2018,"Action,Adventure,Casual,Indie,Strategy"
18666,2018,Action
18667,2018,Action
18668,2017,"Action,Free to Play,Massively Multiplayer"
18669,2018,"Casual,Indie,RPG"
18670,2019,Action
18671,2018,"Action,Indie"
18672,2018,"Action,Adventure,Indie"
18673,2018,"Action,Indie,Massively Multiplayer,Early Access"
18674,nan,Indie
18675,nan,"Adventure,Casual,Simulation,Strategy,Indie"
18676,nan,"Action,Casual,Indie"
18677,nan,"Casual,Indie,Racing,Adventure"
18678,nan,"Casual,Indie"
18679,nan,"Action,Indie,RPG,Strategy"
18680,nan,"Action,Adventure,Indie"
18681,nan,"Action,Adventure,Casual,Indie"
18682,nan,"Action,Adventure,Casual,Indie,Simulation"
18683,nan,"Action,Casual,Indie,Massively Multiplayer,Simulation,Strategy"
18684,nan,"Violent,Gore,Action,Adventure,Indie"
18685,nan,"RPG,Simulation,Strategy,Action"
18686,nan,"Action,Indie"
18687,2018,"Action,Adventure,Casual,Indie,RPG"
18688,2018,"Casual,Indie,RPG"
18689,2018,Adventure
18690,2018,"Action,Casual,Indie"
18691,2019,"Action,Adventure,Indie,RPG"
18692,2018,"Casual,Indie"
18693,2018,"Action,Adventure,Indie,Massively Multiplayer,RPG"
18694,2019,Casual
18695,2018,"Casual,Free to Play,Indie"
18696,2018,"Free to Play,Simulation"
18697,2018,"Casual,Indie"
18698,2019,"Adventure,Casual,Indie"
18699,2018,"Adventure,Casual,Indie"
18700,2018,"Action,RPG"
18701,2018,"Action,Indie"
18702,2018,"Action,Adventure,Casual,Free to Play,Indie,Early Access"
18703,2019,"Adventure,Casual,Free to Play,Indie"
18704,2018,"Action,Casual,Indie,Simulation,Sports"
18705,2018,"Indie,RPG"
18706,2018,"Action,Casual,Indie"
18707,2018,"Adventure,Indie,RPG"
18708,2018,Action
18709,2018,"Action,Free to Play,Indie"
18710,2018,"Action,Casual,Free to Play,Indie"
18711,2018,"Adventure,Indie"
18712,2019,"Casual,Indie"
18713,2018,"Adventure,Indie"
18714,2018,"Adventure,Casual,Strategy"
18715,2018,"Casual,Indie,Simulation,Strategy"
18716,2018,"Indie,Early Access"
18717,2019,"Action,Casual,Indie,Strategy"
18718,2019,"Free to Play,Strategy"
18719,2019,"Adventure,Casual,Free to Play,Indie"
18720,2018,Action
18721,2018,"Casual,Indie,Simulation"
18722,2018,"Adventure,Indie,Simulation"
18723,2018,"Action,Indie"
18724,2018,Action
18725,2018,Action
18726,2018,"Casual,Free to Play,Indie,RPG"
18727,nan,"RPG,Strategy"
18728,2019,"Simulation,Sports"
18729,2019,"Action,Adventure,Indie,RPG,Strategy"
18730,2019,"Action,Adventure,Indie,Simulation"
18731,2018,"Action,Adventure,Free to Play,Massively Multiplayer,RPG"
18732,2019,Action
18733,2018,"Adventure,Indie,RPG"
18734,2018,"Casual,Strategy"
18735,2018,"Adventure,Indie"
18736,2019,"Indie,RPG,Simulation,Strategy"
18737,2018,"Action,Casual,Free to Play,Massively Multiplayer,Simulation,Sports"
18738,2018,"Free to Play,Strategy"
18739,2019,"Indie,Simulation,Sports,Strategy"
18740,2018,"Casual,Indie"
18741,2018,"Action,Adventure,Indie,RPG,Early Access"
18742,2018,Simulation
18743,2018,"Adventure,Casual,Indie"
18744,2018,"Action,Indie"
18745,2018,"Casual,Indie,Simulation,Sports"
18746,2018,"Action,Adventure,RPG"
18747,2018,"Adventure,Indie"
18748,2017,"Casual,Indie"
18749,2019,"Action,Adventure,Casual,Indie"
18750,2019,"Casual,Indie,Racing,Strategy,Early Access"
18751,2019,Indie
18752,2018,"Adventure,Casual,Indie,Simulation"
18753,2019,"Action,Indie,Racing,Simulation,Strategy"
18754,2019,"Casual,Indie"
18755,2018,"Action,Indie"
18756,2018,"Adventure,Indie,Simulation,Strategy,Early Access"
18757,2018,"Adventure,Indie"
18758,2019,Indie
18759,2018,"Action,Casual,Indie,Massively Multiplayer,Simulation,Early Access"
18760,2018,"Indie,Simulation"
18761,2018,"Action,Adventure,Casual,Indie"
18762,2018,"Education,Software Training"
18763,2018,"Action,Indie"
18764,2018,Indie
18765,nan,Action
18766,2018,"Action,Casual,Indie,Racing,Sports"
18767,2019,"Action,Free to Play,Indie,RPG,Strategy"
18768,2018,Action
18769,2018,"Action,Indie,Strategy"
18770,2018,"Casual,Indie"
18771,2018,"Adventure,Casual,Simulation"
18772,2018,Simulation
18773,2018,"Adventure,Casual,Strategy"
18774,2017,"Action,Adventure,Indie,RPG"
18775,2019,"Action,Indie"
18776,2018,Simulation
18777,2018,Simulation
18778,2018,"Casual,Indie,Simulation"
18779,2018,Adventure
18780,2018,"Action,Adventure,Indie,RPG"
18781,2019,"Casual,Free to Play,Simulation"
18782,2018,"Action,Free to Play,Indie,Strategy"
18783,2018,Indie
18784,2018,"Adventure,Casual,Simulation,Strategy"
18785,2018,Indie
18786,2019,"Action,Casual,Indie"
18787,2018,"Adventure,Indie,RPG,Strategy"
18788,2019,"Action,Adventure,Indie,Early Access"
18789,2018,"Action,Indie,Massively Multiplayer"
18790,2018,"Adventure,Indie"
18791,2018,Action
18792,2019,"Free to Play,Indie"
18793,2018,"Casual,RPG,Simulation,Strategy"
18794,2019,"Adventure,Casual,Free to Play,Indie,RPG,Early Access"
18795,2018,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy"
18796,2018,"Casual,Indie,Strategy"
18797,2018,"Casual,Indie"
18798,2009,"Animation & Modeling,Game Development"
18799,2018,"Adventure,Casual,Indie"
18800,2018,"Adventure,Casual,Indie,RPG"
18801,2019,"Free to Play,Indie,Simulation"
18802,2018,"Adventure,Indie"
18803,2019,"Casual,Indie"
18804,2018,"Indie,Simulation"
18805,2019,"RPG,Strategy"
18806,2019,"Casual,Free to Play,Strategy,Early Access"
18807,2019,"Casual,Indie"
18808,2019,"Casual,Indie,Early Access"
18809,2019,"Action,Adventure,Casual,Indie,RPG"
18810,2019,Racing
18811,2019,Utilities
18812,2019,Action
18813,2019,"Casual,Indie"
18814,2019,"Casual,Indie,Strategy"
18815,2019,"Adventure,Indie"
18816,2019,Action
18817,2018,"Casual,Indie"
18818,2018,Simulation
18819,2018,"Adventure,Casual,Indie,RPG"
18820,2018,"Action,Indie"
18821,2016,"Casual,Indie"
18822,2019,"Indie,Strategy"
18823,2018,"Action,Casual,Indie,Racing,Simulation,Sports"
18824,2018,"Action,Simulation,Strategy"
18825,2018,Indie
18826,2018,"Adventure,Casual,Indie"
18827,2018,"Casual,Indie"
18828,2018,Simulation
18829,2018,"Action,Adventure,Indie"
18830,2018,"Casual,Indie"
18831,2018,"Simulation,Sports"
18832,2018,"Casual,Indie"
18833,2018,"Simulation,Sports"
18834,2018,"Adventure,Free to Play,Indie"
18835,2018,"Casual,Indie"
18836,2019,"Simulation,Sports"
18837,2018,Indie
18838,2018,"Casual,Indie"
18839,2017,"Adventure,Indie,RPG"
18840,2018,"Adventure,Casual,Free to Play,Indie"
18841,2018,"Action,Adventure,Indie"
18842,2018,"Casual,Indie,Simulation,Strategy"
18843,2018,"Casual,Indie"
18844,2018,"Casual,Indie,RPG,Strategy"
18845,2018,"Action,Adventure,Casual,Indie,Early Access"
18846,2018,"Casual,Free to Play,Indie"
18847,2019,"Casual,Strategy"
18848,2018,"Adventure,Indie,RPG"
18849,2018,"Action,Adventure,Casual,Indie"
18850,2018,"Casual,Indie"
18851,2018,"Action,Indie"
18852,2018,"Adventure,Indie,RPG"
18853,2018,"Indie,Simulation,Early Access"
18854,2018,"Action,Adventure,Casual,Indie"
18855,2015,"Action,Adventure,Indie,Simulation"
18856,2018,"Action,Adventure,Casual,Indie"
18857,2019,"Indie,Racing,Simulation,Early Access"
18858,2018,Action
18859,2018,Strategy
18860,2018,Free to Play
18861,2018,"Action,Casual,Indie,Early Access"
18862,2018,"Action,Adventure,Casual,Indie"
18863,2018,"Adventure,Indie,RPG"
18864,2018,"Adventure,Casual,Indie,RPG,Simulation"
18865,2018,"Action,Adventure,Indie"
18866,2018,"Adventure,Indie,RPG"
18867,2018,"Indie,Simulation"
18868,2018,"Action,Indie"
18869,2018,"Action,Casual,Indie,Strategy"
18870,2018,"Casual,Free to Play,Indie,Strategy"
18871,2018,"Casual,Indie"
18872,2018,"Action,Indie"
18873,2018,"Action,Adventure,RPG"
18874,2018,"Indie,Simulation,Strategy"
18875,2018,"RPG,Simulation,Strategy"
18876,2018,"Casual,Indie"
18877,2018,"Action,Casual,Indie"
18878,2018,"Indie,Strategy"
18879,2018,"Action,Adventure,Indie"
18880,2018,"Casual,Indie"
18881,2018,"Action,Indie"
18882,2018,"Action,Adventure,Indie"
18883,2018,Indie
18884,2018,"Adventure,Indie,RPG"
18885,2018,"Action,Adventure,Indie,Strategy"
18886,2005,Action
18887,2018,"Action,Indie,Strategy"
18888,2018,Strategy
18889,2018,"Free to Play,Simulation,Early Access"
18890,2018,"Action,Casual,Indie"
18891,2018,"Casual,Indie"
18892,2018,"Action,Adventure"
18893,2017,"Adventure,Indie,RPG"
18894,2018,Indie
18895,2018,"Action,Adventure,Casual,Indie,RPG"
18896,2018,"Casual,Indie"
18897,2018,"Casual,Indie"
18898,2018,"Casual,Indie"
18899,2018,"Adventure,Indie,RPG,Strategy"
18900,2018,"Action,Massively Multiplayer,RPG"
18901,2018,"Indie,Simulation,Strategy"
18902,2018,Indie
18903,2018,"Casual,Indie,Simulation,Early Access"
18904,2018,"Indie,Simulation,Sports,Strategy"
18905,2018,"Adventure,Casual,Indie,Strategy"
18906,2018,"Casual,Free to Play,Indie,Strategy"
18907,2018,"Simulation,Strategy"
18908,2018,"Adventure,Casual,Indie"
18909,2018,"Action,Indie,Massively Multiplayer,Simulation,Strategy"
18910,2018,"Adventure,Indie"
18911,2018,"Action,Casual,Indie,Sports"
18912,2018,Action
18913,2018,"RPG,Early Access"
18914,2018,"Casual,Indie"
18915,2018,"Adventure,Indie"
18916,2018,"Adventure,Indie"
18917,2018,Casual
18918,2018,"Adventure,Indie"
18919,2018,"Action,Adventure"
18920,2018,"Casual,Free to Play,Indie"
18921,2018,"Casual,Indie"
18922,2018,"Adventure,Indie"
18923,2018,Simulation
18924,2018,"Action,Adventure,Casual,Indie,Simulation"
18925,2018,"Action,Adventure,Casual,Indie"
18926,2018,"Casual,Indie"
18927,2018,"Casual,Indie,Simulation,Strategy"
18928,2018,"Adventure,Casual,Indie,Simulation"
18929,2018,"Action,Adventure,Indie"
18930,2018,"Action,Casual,Indie,Early Access"
18931,2018,"Casual,Indie,Strategy"
18932,2018,"Action,Indie,Strategy,Early Access"
18933,2018,"Action,Indie,Simulation"
18934,2018,"Adventure,Casual"
18935,2017,"Action,Indie,Simulation"
18936,2018,Animation & Modeling
18937,2018,"Action,Adventure,Casual,Indie,Early Access"
18938,2017,Casual
18939,2018,"Action,Indie,Early Access"
18940,2018,"Action,Adventure,Indie"
18941,2018,"RPG,Strategy"
18942,2018,"Action,Free to Play"
18943,2019,"Indie,RPG,Strategy"
18944,2018,"Action,Indie"
18945,nan,Action
18946,nan,Strategy
18947,2018,"Action,Casual"
18948,2018,"Casual,Indie"
18949,2017,"Casual,Indie"
18950,2018,"Action,Casual,Indie,Strategy"
18951,2018,"Indie,RPG"
18952,2018,"Adventure,Indie"
18953,2018,"Action,Adventure,Casual,Indie,Simulation"
18954,2019,"Action,Adventure,Indie"
18955,2017,"Indie,RPG"
18956,2018,"Free to Play,Massively Multiplayer,RPG"
18957,2018,"Adventure,RPG,Strategy"
18958,2018,"Action,Adventure,Indie,RPG"
18959,2018,"Casual,Free to Play,Indie"
18960,2018,"Casual,Indie"
18961,nan,Simulation
18962,2018,"Action,Adventure,Indie,RPG,Simulation,Strategy"
18963,2019,"Action,Free to Play,Indie"
18964,2018,"Adventure,Casual,Indie,RPG"
18965,nan,"Action,Adventure,Indie,RPG,Simulation,Early Access"
18966,nan,"Indie,Simulation,Adventure,Casual,Strategy"
18967,2014,"Action,Adventure"
18968,nan,"Action,Adventure,Casual"
18969,nan,"Action,Adventure,Indie,Casual"
18970,2012,Casual
18971,2015,"Action,Casual,Indie,Strategy"
18972,nan,"Adventure,Casual,Indie,RPG"
18973,2016,"Action,Adventure,RPG"
18974,2019,"Action,Free to Play,Indie"
18975,2011,"Action,RPG"
18976,2014,"Adventure,Indie"
18977,2010,"Action,Adventure"
18978,2015,"Animation & Modeling,Design & Illustration,Education,Software Training,Utilities,Early Access"
18979,2012,"Adventure,Casual,Indie,Simulation"
18980,2016,"Action,Adventure,Casual,Indie"
18981,2016,"Indie,Strategy"
18982,2016,"Action,Adventure,Indie,Racing"
18983,2015,"Adventure,Indie,RPG"
18984,2014,"Casual,Indie"
18985,2015,"Action,Adventure,Casual,Indie"
18986,2013,Indie
18987,2015,"Adventure,Indie,RPG"
18988,2014,"Action,Adventure,Casual,Indie"
18989,2015,Action
18990,2014,Adventure
18991,2014,Simulation
18992,nan,"Adventure,Indie,RPG"
18993,2015,"Adventure,Indie,RPG"
18994,2015,"Indie,Racing,Early Access"
18995,2014,"Indie,RPG"
18996,2015,"Action,Adventure,Indie,Early Access"
18997,2014,"Action,Indie"
18998,2015,"Action,Free to Play,Indie,RPG,Strategy"
18999,2015,"Adventure,Indie,RPG"
19000,nan,"Action,Adventure,Indie,RPG,Sports"
19001,2008,Simulation
19002,2014,"Action,Adventure,Casual,Indie"
19003,2011,"Adventure,Casual,Indie"
19004,2016,"Adventure,Casual,Indie"
19005,2016,"Action,Adventure,Indie,Simulation"
19006,1998,Casual
19007,2014,"Adventure,Indie"
19008,2014,"Action,RPG"
19009,2014,Simulation
19010,2014,Simulation
19011,2015,"Action,Adventure,Indie,RPG"
19012,2013,"Action,Adventure"
19013,2013,"Action,Adventure"
19014,2013,"Action,Adventure"
19015,2013,"Action,Adventure"
19016,nan,"Animation & Modeling,Education,Software Training,Utilities"
19017,2012,"Sports,Strategy"
19018,2012,"Adventure,Casual,Indie"
19019,2012,"Action,Indie,Simulation"
19020,2016,"Action,Indie"
19021,2008,"Strategy,Simulation"
19022,2016,"Action,Adventure,Indie,Simulation"
19023,2016,"Action,Adventure,Casual,Indie,RPG"
19024,2016,"Casual,Indie,Simulation"
19025,2016,"Action,Indie,Racing"
19026,2015,Indie
19027,2015,"Casual,Indie,RPG"
19028,2011,"Casual,Strategy"
19029,2014,Casual
19030,2014,"Action,RPG"
19031,2016,"Indie,RPG,Strategy"
19032,2015,"Action,Adventure,Indie"
19033,2015,"Action,Indie"
19034,2015,Indie
19035,2015,"Action,Indie"
19036,2014,Utilities
19037,2016,Indie
19038,2014,"Casual,Indie,Simulation,Strategy"
19039,2014,"Action,Adventure"
19040,2015,"Action,Massively Multiplayer,Racing"
19041,2014,Utilities
19042,2015,Simulation
19043,2014,"Indie,Strategy"
19044,2015,"Free to Play,Racing,Simulation,Sports"
19045,2015,Simulation
19046,2015,"Action,Adventure,Indie,Simulation"
19047,2011,"Action,Indie"
19048,2015,"Action,Adventure,Indie,Massively Multiplayer,RPG"
19049,2015,"Adventure,Casual,Indie,Massively Multiplayer,Simulation"
19050,2004,"Action,Simulation"
19051,2002,Action
19052,2015,Action
19053,2015,Action
19054,2014,Action
19055,2014,
19056,2018,Indie
19057,2018,"Adventure,Casual,Indie"
19058,2015,"Action,Indie"
19059,2019,"Free to Play,Indie,Strategy"
19060,2018,RPG
19061,2018,"Action,Casual,Indie,Early Access"
19062,2018,"Action,Free to Play,Massively Multiplayer,Racing,Sports,Strategy"
19063,2018,"Action,Adventure,Casual,Indie"
19064,2018,Action
19065,2018,"Casual,Indie,Massively Multiplayer,Strategy,Early Access"
19066,2018,"Simulation,Strategy"
19067,2016,"Adventure,Casual,Indie"
19068,2013,"Casual,Simulation,Strategy"
19069,2013,Action
19070,2015,Utilities
19071,nan,"Action,Adventure,Indie,Massively Multiplayer"
19072,2014,Simulation
19073,2014,"Casual,Sports"
19074,2014,"Adventure,Casual,Indie,RPG,Strategy"
19075,2015,"Action,Indie"
19076,2013,"Indie,Strategy"
19077,2014,"Adventure,Indie,RPG"
19078,2013,"Adventure,Indie"
19079,nan,"Action,Casual,Indie"
19080,2013,"Animation & Modeling,Design & Illustration,Utilities,Video Production"
19081,2013,Simulation
19082,2016,"Action,Adventure,Indie"
19083,2013,"Casual,Indie,Simulation,Strategy"
19084,2014,"Adventure,Casual,Indie"
19085,2014,"Action,Indie,Strategy"
19086,2014,Simulation
19087,2009,Simulation
19088,2014,"Action,Adventure"
19089,2014,"Adventure,Casual,Indie,RPG"
19090,2014,Action
19091,2015,"Adventure,Casual,Indie,RPG,Strategy"
19092,2013,"Action,Adventure,Indie"
19093,2011,Action
19094,2018,"Action,Adventure,Indie,Massively Multiplayer,RPG"
19095,2012,Strategy
19096,2018,"Action,Casual"
19097,2012,"Indie,Strategy"
19098,2012,"Strategy,Indie,Casual"
19099,2011,"Action,Indie"
19100,2011,"Indie,Casual"
19101,2011,Action
19102,2011,Action
19103,2011,"Adventure,Indie,Casual"
19104,2011,"Action,Adventure,Indie"
19105,2018,"Casual,Free to Play,Indie"
19106,nan,"Action,Casual,Simulation,Sports,Adventure,Indie,Strategy,Early Access"
19107,nan,"Action,Indie"
19108,nan,"Indie,Simulation,Adventure"
19109,2011,Action
19110,2013,Strategy
19111,2012,Simulation
19112,2013,"Action,Free to Play,Massively Multiplayer,Simulation"
19113,2013,"Adventure,Casual,Indie,Strategy"
19114,2013,"Action,RPG"
19115,2013,"Action,Indie,Strategy"
19116,2019,Animation & Modeling
19117,2019,"Action,Indie,RPG"
19118,2019,"Action,Indie,RPG,Simulation,Early Access"
19119,2019,"Action,Adventure,Casual,Indie,Early Access"
19120,2014,"Action,Indie,Strategy"
19121,2014,Simulation
19122,nan,"Casual,Strategy"
19123,2014,"Racing,Simulation,Sports,Strategy"
19124,2014,Strategy
19125,2014,"Casual,Free to Play,Indie,RPG,Strategy"
19126,2014,"Action,Adventure,Indie"
19127,2015,"Adventure,Indie"
19128,2010,"Casual,Indie"
19129,2019,"Action,Adventure"
19130,2010,Casual
19131,2010,Indie
19132,2010,"Casual,Indie"
19133,2009,Casual
19134,2009,"Action,Racing"
19135,nan,"Action,Racing"
19136,nan,"Action,Casual,Free to Play,Indie,Simulation,Sports,Strategy,Adventure"
19137,2009,Strategy
19138,nan,"Action,Indie,Simulation,Sports,Racing"
